"Projeto:","Avaliador 1:","Avaliador 2:"
"avaliacao dos criterios definidores de febre hemorragica da dengue","MARCIA REGINA PIUVEZAM","SANDRA RODRIGUES MASCARENHAS"
"investigacao de iniciativas de acessibilidade digital no contexto nacional e internacional","EMEIDE NOBREGA DUARTE","GUILHERME ATAIDE DIAS"
"percepcoes de profissionais da atencao basica sobre o acolhimento em unidades de saude da familia do municipio de joao pessoa - pb.","GEORGIA FREIRE PAIVA WINKELER","KATY LISIAS GONDIM DIAS"
"analise da prevalencia de criancas operadas por impressao basilar nos ultimos 20 anos no municipio de joao pessoa","HAROLDO DE LUCENA BEZERRA","SEVERINO AIRES DE ARAUJO NETO"
"multiplicacao da traca dos cereais anagasta kuehniella (lepidoptera: pyralidae) em dietas artificiais para fins de controle biologico","THIAGO JARDELINO DIAS","FRANCISCO BORJA RUIZ REVERTER"
"estudos em solanaceae do brasil: taxonomia, etnomedicina e farmacobotanica","EVELISE MARCIA LOCATELLI DE SOUZA","REINALDO FARIAS PAIVA DE LUCENA"
"caracterizacao dos aspectos de qualidade e avaliacao do potencial antioxidante de meis de abelhas sem ferrao produzidos no semi-arido","NEIVA MARIA DE ALMEIDA","FABIOLA FONSECA ANGELO"
"experimentacao, atividades praticas e estudos do meio: analise dos livros didaticos de ciencias do 6o ao 9o ano do ensino fundamental","WILSON HONORATO ARAGAO","LEBIAM TAMAR GOMES SILVA"
"analise faunistica e flutuacao populacional de moscas-das-frutas (diptera: tephritidae) na microrregiao do brejo paraibano","ADAILSON PEREIRA DE SOUZA","DJAIL SANTOS"
"avaliacao da atividade anti-inflamatoria do extrato etanolico de dioclea grandiflora mart. ex benth (fabaceae) em um modelo de inflamacao aguda (edema de pata em ratos)","NADJA DE AZEVEDO CORREIA","BAGNOLIA ARAUJO DA SILVA"
"eficiencia de extratos vegetais etanoicos, aquosos e hidroalcoolicos e de farmacos no controle do cupim (nasutitermes sp.). isoptera: termitidae","NIVANIA PEREIRA DA COSTA","LUCIANA CORDEIRO DO NASCIMENTO"
"uma analise de atributos de aplicativos contabeis","ORLEANS SILVA MARTINS","MARCIA REIS MACHADO"
"avaliacao da composicao corporal de praticantes de musculacao com acompanhamento nutricional","JAILANE DE SOUZA AQUINO","EVANDRO LEITE DE SOUZA"
"investigando a informacao nos contratos de transferencia de tecnologia na propriedade industrial","EMEIDE NOBREGA DUARTE","MARCKSON ROBERTO FERREIRA DE SOUSA"
"dinamica do perfilhamento de panicum maximum jacq. cv. tanzania em tres intervalos de corte e duas alturas","EDSON MAURO SANTOS","DIVAN SOARES DA SILVA"
"avaliacao da rugosidade superficial de resinas compostas apos a acao de bebidas gaseificadas","CACILDA CHAVES MORAIS DE LIMA","GERMANA COELI DE FARIAS SALES"
"acoes de formacao continuada para professores da educacao de jovens e adultos (eja) nos municipios de belem, borborema, dona ines e pirpirituba do agreste paraibano","EDUARDO ANTONIO DE PONTES COSTA","MARIA ADAILZA MARTINS DE ALBUQUERQUE"
"caracterizacao de dispositivos baseados em materiais piezoeletricos e materiais com memoria de forma","ABEL CAVALCANTE LIMA FILHO","DARLAN ALEXANDRIA FERNANDES"
"estudo de sensores polimericos (piezoeletretos) para monitoramento de pequenas variacoes de pressao","CLEONILSON PROTASIO DE SOUZA","ALBERTO SOTO LOCK"
"avaliacao das condicoes de saude bucal de pacientes com doenca renal cronica em hemodialise.","RICARDO DIAS DE CASTRO","LUCIANE QUEIROZ MOTA DE LIMA"
"tecnicas agroecologicas de biofertilizacao via foliar e inoculacao de sementes de leguminosas","COSME RAFAEL MARTINEZ SALINAS","FLAVIO PEREIRA DE OLIVEIRA"
"tecnicas agroecologicas de biofertilizacao via foliar e inoculacao de sementes de leguminosas e oleaginosas","ROSEILTON FERNANDES DOS SANTOS","FLAVIO PEREIRA DE OLIVEIRA"
"politica e educacao linguistica","CARLA ALECSANDRA DE MELO BONIFACIO","CAMILA NATHALIA DE OLIVEIRA BRAGA"
"formacao moral no/do campo: o trabalho coletivo fundamenta a pratica e a conscientizacao de regras basicas a (nao)ocorrencia da (in)disciplina escolar?","EMILIA MARIA DA TRINDADE PRESTES","LEBIAM TAMAR GOMES SILVA"
"estudo de conversores estaticos para sistemas fotovoltaicos","YURI PERCY MOLINA RODRIGUEZ","HELON DAVID DE MACEDO BRAZ"
"acoes de formacao continuada para professores da educacao de jovens e adultos (eja): estudo de caso em municipios do agreste paraibano","EDINEIDE JEZINI MESQUITA","MARIA ADAILZA MARTINS DE ALBUQUERQUE"
"sequenciamento da producao: reduzindo o gap entre teoria e pratica","LUIZ MOREIRA COELHO JUNIOR","MARIA SILENE ALEXANDRE LEITE"
"a nova moradia do trabalhador urbano da construcao civil","NEIDE MARIA GOMES DE LUCENA","ANTONIO GERALDO CIDRAO DE CARVALHO"
"autonomia, semiformacao e educacao em theodor adorno","ROSE MARY DE SOUZA ARAUJO","LUCIENE CHAVES DE AQUINO"
"aprendizagem movel no canteiro de obra: um estudo de caso da implementacao do palma no programa escola ze peao","ANA DORZIAT BARBOSA DE MELO","NADIA JANE DE SOUSA"
"drogas no contexto escolar","VALDINEY VELOSO GOUVEIA","ANA ALAYDE WERBA SALDANHA PICHELLI"
"uso de drogas entre adolescentes em conflito com a lei","THIAGO ANTONIO AVELLAR DE AQUINO","IZABEL FRANCA DE LIMA"
"avaliacao de alimentos alternativos para o cultivo de tilapia do nilo no estado da paraiba","JOSE JORDAO FILHO","ARIOSVALDO NUNES DE MEDEIROS"
"estudo da influencia da implantacao de medidas ergonomicas nas condicoes de trabalho em uma industria calcadista no estado da paraiba","ANAND SUBRAMANIAN","LUIZ BUENO DA SILVA"
"tipos de integracao em cadeias de suprimentos: estudo exploratorio","CLAUDIA FABIANA GOHR","MARIA DE LOURDES BARRETO GOMES"
"educacao politica no pensamento platonico","ANTONIO CARLOS FERREIRA PINHEIRO","MAURICEIA ANANIAS"
"sistemas de eventos discretos para modelagem de sistemas embarcados de medicao","FABIANO SALVADORI","NADY ROCHA"
"interfaces entre atencao a saude do idoso e vulnerabilidade ao hiv/aids: um estudo de representacoes sociais","MARTA MIRIAM LOPES COSTA CUNHA","JORDANA DE ALMEIDA NOGUEIRA"
"caracterizacao e utilizacao do residuo de seriguela (spondias purpurea l.) em biscoitos tipo cookies: uma proposta de aproveitamento integral da fruta","EVANDRO LEITE DE SOUZA","LEYLLIANE DE FATIMA LEAL INTERAMINENSE DE ANDRADE"
"analises estruturais de proteinas isoladas de venenos de serpentes brasileiras com potencial biotecnologico.","HILZETH DE LUNA FREIRE PESSOA","WAGNER JUNQUEIRA DE ARAUJO"
"comprometimento organizacional: estudo dos antecedentes e consequentes aplicado ao modelo de rego e souto em organizacoes paraibanas","CESAR EMANOEL BARBOSA DE LIMA","RENATA FRANCISCO BALDANZA"
"uso de geotecnologias no mapeamento da cultura do arroz vermelho","THIAGO JARDELINO DIAS","HEMMANNUELLA COSTA SANTOS"
"processamento de barras de cereal adicionadas de oleo de buriti (mauritia flexuosa l.): uma proposta de alimento funcional para praticantes de atividade fisica","MARIA JOSE DE CARVALHO COSTA","LEYLLIANE DE FATIMA LEAL INTERAMINENSE DE ANDRADE"
"relacao aminoacidos sulfurosos: energia metabolizavel em dietas para poedeiras","LEONARDO AUGUSTO FONSECA PASCOAL","ARIOSVALDO NUNES DE MEDEIROS"
"o desafio da paz na america do sul: as perspectivas de entidades de analise de conflitos e a atuacao da unasul frente aos litigios potenciais","HENRY IURE DE PAIVA SILVA","DANIEL DE CAMPOS ANTIQUERA"
"o processo de construcao de identidades individuais e coletivas do ser professor de ensino superior da ufpb","EDUARDO ANTONIO DE PONTES COSTA","MARIA EULINA PESSOA DE CARVALHO"
"biologia estrutural de n-metiltransferases da via biossintetica da cafeina do guaranazeiro (paullinia cupana var. sorbilis (mart.) ducke)","FLAVIA DE OLIVEIRA PAULINO","ULRICH VASCONCELOS DA ROCHA GOMES"
"praticas de consumo e estrategias de sociabilidade entre jovens adolescentes de segmentos sociais de baixa renda na cidade de joao pessoa","ROBERTO VERAS DE OLIVEIRA","OSICLEIDE DE LIMA BEZERRA"
"a genese da educacao como problema filosofico","LUCIENE CHAVES DE AQUINO","PAULO ROBERTO PALHANO SILVA"
"implicacoes dos conteudos colaborativos circulantes no facebook e twitter no comportamento do consumidor brasileiro","FRANCISCO JOSE DA COSTA","RAISSA DALIA PAULINO"
"proteomica de esponjas marinhas do nordeste brasileiro","CLAYTON ZAMBELI OLIVEIRA","PLINIO DELA TORRE"
"iogurte grego de chocolate enrequecido com farinha de amendoim","MARTA SUELY MADRUGA","ISMAEL IVAN ROCKENBACH"
"estimativas de parametros geneticos e de ambiente para medidas repetidas de crescimento em ovinos da raca santa ines","EDILSON PAES SARAIVA","MARIA LINDOMARCIA LEONARDO DA COSTA"
"resposta olfatrometrica de cosmopolites sordidus germar 1824 e cosmopolites sordidus e methamasius hemipterus l. (col.:curculionidae) a diferentes genotipos de banana musa sp. l.","JACINTO DE LUNA BATISTA","LUCIANA CORDEIRO DO NASCIMENTO"
"acoes para pesquisa em redes de comunicacao","ED PORTO BEZERRA","JOSILENE AIRES MOREIRA"
"producao de mudas de cajui (anacardium humile st. hill) em diferentes substratos submetidos a adubacao organomineral.","VANIA DA SILVA FRAGA","MANOEL ALEXANDRE DINIZ NETO"
"irrigacao com aguas salinas e aplicacao de biofertilizante em culturas agricolas","ROSEILTON FERNANDES DOS SANTOS","FLAVIO PEREIRA DE OLIVEIRA"
"caracterizacao da qualidade do leite e derivados lacteos oriundos da caprinocultura paraibana","MARCIANE MAGNANI","GRACIELE DA SILVA CAMPELO BORGES"
"saude mental do professor: o consumo de psicotropicos em professores da ufpb","SIMONE HELENA DOS SANTOS OLIVEIRA","JULIANA SAMPAIO"
"avaliacao da atividade anti-inflamatoria da warifteina, um alcaloide de cissampelos sympodialis echl (menispermaceae).","TATJANA KEESEN DE SOUZA LIMA CLEMENTE","GICIANE CARVALHO VIEIRA"
"avaliacao do grau de satisfacao dos pacientes idosos reabilitados com protese facial em resina acrilica caracterizada intrinsicamente e polimerizada em microondas","ROSENES LIMA DOS SANTOS","ANA KARINA MACIEL DE ANDRADE"
"uso de redes neurais para estimar evapotranspiracao de referencia nas culturas brasileiras","PERICLES DE FARIAS BORGES","ELIZANILDA RAMALHO DO REGO"
"elaboracao e caracterizacao de hamburguer de carne de coelho","PRISCILLA DINIZ LIMA DA SILVA BERNARDINO","ISMAEL IVAN ROCKENBACH"
"estudo da toxicidade do extrato etanolico de krameria tomentosa a. st. hill sobre o sistema reprodutor e desenvolvimento pos-natal da prole de ratas wistar tratadas durante o periodo lactacional","NUBIA PEREIRA DA COSTA","LUIS FERNANDO MARQUES DOS SANTOS"
"a pedagogizacao da familia em praticas discurisvas da midia educativa","BETANIA PASSOS MEDRADO","TANIA LIPARINI CAMPOS"
"estudos retrospectivos da fertilidade de femeas bovinas","DANILA BARREIRO CAMPOS","SILDIVANE VALCACIA SILVA"
"memoria operaria e cultura anarquista na paraiba (1870-1930)","ROBERTO MENDOZA","RODRIGO FREIRE DE CARVALHO E SILVA"
"avaliacao nutricional de pacientes com insuficiencia renal cronica submetidos a hemodialise em uma clinica de nefrologia em joao pessoa-pb","RODRIGO PINHEIRO DE TOLEDO VIANNA","FLAVIA EMILIA LEITE DE LIMA FERREIRA"
"biotecnologia aplicada a alimentacao de pos-larvas de tambaqui: uso de enzimas exogenas","ENEAS RICARDO DE MORAIS GOMES","DEMETRIUS ANTONIO MACHADO DE ARAUJO"
"monitoramento da qualidade fisico-quimica de produtos carneos comercializados na microrregiao do brejo paraibano","NEIVA MARIA DE ALMEIDA","FABIOLA FONSECA ANGELO"
"competencia emocional e bullying: analise da percepcao de criancas em fase escolar","NATANAEL ANTONIO DOS SANTOS","MELYSSA KELLYANE CAVALCANTI GALDINO"
"comportamento, ecologia e preservacao da preguica-comum (bradypus variegatus) em areas urbanas no municipio de rio tinto, pb","LENYNEVES DUARTE ALVINO DE ARAUJO","MARIA CRISTINA BASILIO CRISPIM DA SILVA"
"avaliacao do potencial toxico do extrato etanolico de krameria tomentosa a. st. hill sobre o sistema reprodutor e orgaos vitais de ratas wistar no periodo de pre-implantacao embrionaria","NUBIA PEREIRA DA COSTA","LUIS FERNANDO MARQUES DOS SANTOS"
"a pratica da analise sociologica do discurso da sustentabilidade em empreendimentos do setor hoteleiro","FRANCISCO JOSE DA COSTA","CARLOS ROBERTO MARINHO DA SILVA FILHO"
"prevalencia de alopecia androgenetica entre grupos distintos da sociedade","JORIA VIANA GUERREIRO","RILVA LOPES DE SOUSA MUNOZ"
"processamento e aquisicao da morfologia derivacional do portugues brasileiro","MARCIO MARTINS LEITAO","EVANGELINA MARIA BRITO DE FARIA"
"o pensamento budista e a filosofia ocidental","MIGUEL ANTONIO DO NASCIMENTO","ROBSON COSTA CORDEIRO"
"o lobby de israel e as decisoes de politica externa no congresso norte-americano para o oriente medio","THIAGO LIMA DA SILVA","MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA"
"uma estrategia de traducao automatica de textos em lingua portuguesa para glosa em lingua brasileira de sinais","ALISSON VASCONCELOS DE BRITO","CLAUIRTON DE ALBUQUERQUE SIEBRA"
"conhecendo a flora autoctone e medidas de recuperacao dos fragmentos florestais de brejos de altitude","ALVARO CARLOS GONCALVES NETO","LOURIVAL FERREIRA CAVALCANTE"
"utilizacao da palma forrageira (opuntiaficus-indica mil) na alimentacao de suinos na fase de terminacao","JULIANA SILVA DE OLIVEIRA","MARCELO LUIS RODRIGUES"
"topografia para o ensino medio","ROBERTO WAGNER CAVALCANTI RAPOSO","GUTTEMBERG DA SILVA SILVINO"
"desenvolvimento de conversores cc-cc trifasicos para o processamento da energia de fontes renovaveis","JUAN MOISES MAURICIO VILLANUEVA","NADY ROCHA"
"topografia simplificada","VANIA DA SILVA FRAGA","COSME RAFAEL MARTINEZ SALINAS"
"perfil da localizacao e instalacao de meliponarios nos municipios de solanea e bananeiras, pb","ADRIANA EVANGELISTA RODRIGUES","LUDMILA DA PAZ GOMES DA SILVA"
"desigualdades economicas e sociais no brasil","ANTONIO GIOVANNI BOAES GONCALVES","ALEXANDRE EDUARDO DE ARAUJO"
"ecologia de cactaceas do semiarido da paraiba","ELAINE BERNINI","LENYNEVES DUARTE ALVINO DE ARAUJO"
"mapeamento do planejamento financeiro basico como estrategia de controle pessoal de estudantes, professores e servidores tecnicos das escolas da rede publica da grande de joao pessoa","JAMES BATISTA VIEIRA","CARLO GABRIEL PORTO BELLINI"
"reducao de proteina bruta e ordem de limitacao de aminoacidos para codornas japonesas no periodo de 10 a 25 semanas de idade","TEREZINHA DOMICIANO DANTAS MARTINS","SAFIRA VALENCA BISPO"
"avaliacao sensorial de iogurte elaborado com coco","MARTA SUELY MADRUGA","ESMERALDA PARANHOS DOS SANTOS"
"levantamento sobre as condicoes higienico-sanitarias de alimentos vendidos por ambulantes no municipio de joao pessoa","MARCIANE MAGNANI","GRACIELE DA SILVA CAMPELO BORGES"
"triagem da eficiencia de extratos de origem botanica no controle de pragas em agroecossistema","NIVANIA PEREIRA DA COSTA","MARCOS BARROS DE MEDEIROS"
"desenvolvimento de uma escala cromatica em resina acrilica caracterizada com pigmentos de maquiagem para as etinias branca, parda e negra","HUGO LEMES CARLO","GERMANA COELI DE FARIAS SALES"
"elaboracao do iogurte de jambolao (syzygium cumini) adocado com mel","INGRID CONCEICAO DANTAS GUERRA","ISMAEL IVAN ROCKENBACH"
"qualidade de produtos de panificacao enriquecidos com alimentos funcionais destinados a merenda escolar municipal","NEIVA MARIA DE ALMEIDA","FABIOLA FONSECA ANGELO"
"produtos de panificacao enriquecidos com alimentos funcionais: aplicacao na merenda escolar","JOAO ANDRADE DA SILVA","FERNANDA VANESSA GOMES DA SILVA"
"inquerito epidemiologico da leishmaniose visceral canina no municipio de areia-pb","CELSO JOSE BRUNO DE OLIVEIRA","DANILO TANCLER STIPP"
"potencial de materiais aluminosilicosos residuais da regiao nordeste na sintese alcalina de polimeros inorganicos com alto desempenho termomecanico.","AMELIA SEVERINO FERREIRA E SANTOS","RAMON ALVES TORQUATO"
"morfometria de sistema reprodutivo feminino de diferentes especies de animais domesticos","DANILA BARREIRO CAMPOS","SILDIVANE VALCACIA SILVA"
"obtencao de amidos e farinhas alternativas visando a elaboracao de massas alimenticias sem glutem","HAISSA ROBERTA CARDARELLI","RAQUEL LIMA SALGADO"
"elaboracao de produtos de panificacao sem glutem enriquecidos com alimentos funcionais","INGRID CONCEICAO DANTAS GUERRA","RICARDO TARGINO MOREIRA"
"triagem da eficiencia de extratos de annonaceae no controle de insetos-pragas","JACINTO DE LUNA BATISTA","MARCOS BARROS DE MEDEIROS"
"estudo com oleaginosas nativas da caatinga para criacao e difusao de novas tecnologias no ambito da agroecologia","ROBERTO WAGNER CAVALCANTI RAPOSO","ALEXANDRE JOSE SOARES MINA"
"o ensino de linguas estrangeiras e o uso de documentos autenticos","SOCORRO DE FATIMA PACIFICO BARBOSA","MARTA PRAGANA DANTAS"
"emergencia de especies florestais nativas de brejo de altitude em bananeiras,pb","CARLA SORAIA SOARES DE CASTRO","LUCIANA GOMES BARBOSA"
"torta de mamona extrusada para suinos em crescimento e terminacao","SEVERINO GONZAGA NETO","SAFIRA VALENCA BISPO"
"diferentes fontes lipidicas em dietas para coelhos em crescimento","JULIANA SILVA DE OLIVEIRA","LARA TOLEDO HENRIQUES"
"comparacao das lampadas incandescente, florescente compactas e leds: emissao de harmonico, consumo de energia e viabilidade economica.","ROMERO LEANDRO ANDERSEN","JUAN MOISES MAURICIO VILLANUEVA"
"morfogenese do dossel de panicum maximum jacq. cv. tanzania submetido ao biofertilizante bovino e duas intensidades de corte","EDSON MAURO SANTOS","DIVAN SOARES DA SILVA"
"estimativa da evapotranspiracao de referencia em areia-pb","SILVANDA DE MELO SILVA","FRANCISCO BORJA RUIZ REVERTER"
"efeito residual de adubacao mineral e organica em cultivos de feijao e sorgo","ROSEILTON FERNANDES DOS SANTOS","FLAVIO PEREIRA DE OLIVEIRA"
"selecao de componentes de substratos e utilizacao de urina de vaca para a producao de mudas de especies ornamentais","ELADIO JOSE DE GOES BRENNAND","ELIZANILDA RAMALHO DO REGO"
"fotocatalise solar: aplicacao no tratamento de efluentes recalcitrantes","JOACIO DE ARAUJO MORAIS JUNIOR","CARMEM LUCIA MOREIRA GADELHA"
"caracterizacao morfologica do sistema respiratorio do bicho-preguica comum (bradypus variegatus)","IVIA CARMEM TALIERI","RICARDO BARBOSA DE LUCENA"
"os arredores do conto","GENILDA ALVES DE AZEREDO","ALVANIRA LUCIA DE BARROS"
"ecofisiologia da germinacao de sementes de anadenanthera colubrina (vell.)","MARIA CRISTINA BASILIO CRISPIM DA SILVA","RITA BALTAZAR DE LIMA"
"teoria da acao comunicativa e mundo da vida","MIGUEL ANTONIO DO NASCIMENTO","ANDERSON DARC FERREIRA"
"modelagem hidrologica e sensores orbitais para analise de sustentabilidade hidrica da bacia do rio ji-parana (ro)","TARCISO CABRAL DA SILVA","CRISTIANO DAS NEVES ALMEIDA"
"aplicacao da morfometria e espectroscopia de absorcao no uv-visivel e infravermelho na caracterizacao e identificacao de especies de cissampelos (menispermaceae), ocorrentes no nordeste do brasil","DAMIAO PERGENTINO DE SOUSA","MARIA DE FATIMA VANDERLEI DE SOUZA"
"acao para competencias em informacao na rede publica de ensino medio em joao pessoa - pb","EDVALDO CARVALHO ALVES","JOANA COELI RIBEIRO GARCIA"
"a interculturalidade na oralidade","GENILDA ALVES DE AZEREDO","HERMANO DE FRANCA RODRIGUES"
"germinacao de sementes de oiticica","RISELANE DE LUCENA ALCANTARA BRUNO","WALTER ESFRAIN PEREIRA"
"germinacao de sementes de carnauba provenientes de frutos com diferentes coloracoes","ADEMAR PEREIRA DE OLIVEIRA","WALTER ESFRAIN PEREIRA"
"estudo da fenologia de fabaceae no bioma mata atlantica no municipio de bananeiras-pb","ADRIANE PEREIRA WANDENESS","LUCIANA GOMES BARBOSA"
"potencial germinativo de sementes de triplaris surinamensis cham","ALVARO CARLOS GONCALVES NETO","ALEX DA SILVA BARBOSA"
