Projeto:,Avaliador 1:,Avaliador 2:
desempenho de femeas bovinas leiteiras em crescimento sob dois tipos de suplementacao mineral,MARIA LINDOMARCIA LEONARDO DA COSTA,TEREZINHA DOMICIANO DANTAS MARTINS
morfofisiologia do dossel de capim-tifton 85 em resposta a adubacao com dejeto liquido de suinos,EDSON MAURO SANTOS,DIVAN SOARES DA SILVA
suplementacao mineral de novilhas leiteiras em pasto de brachiaria brizanta cv. marandu,JULIANA SILVA DE OLIVEIRA,EDVALDO MESQUITA BELTRAO FILHO
irrigacao com aguas salinas e aplicacao de biofertilizante em culturas agricolas,NIVANIA PEREIRA DA COSTA,DJAIL SANTOS
ictiofauna do nordeste brasileiro ocorrente a noroeste do curso principal do rio sao francisco,MARTIN LINDSEY CHRISTOFFERSEN,MARCIO BERNARDINO DA SILVA
avaliacao de genotipos de maracujazeiro amarelo irrigados com aguas salinas e fertirrigados com biofertilizante bovino,BELISIA LUCIA MOREIRA TOSCANO DINIZ,ADEMAR PEREIRA DE OLIVEIRA
estimativas de parametros geneticos e de ambiente para medidas repetidas de crescimento em ovinos da raca santa ines,EDILSON PAES SARAIVA,EDSON MAURO SANTOS
hidrocarbonetos policiclicos aromaticos: metodologias voltametricas para controle da qualidade em matrizes ambientais e alimenticias e avaliacao da degradacao por uv,MARCIO JOSE COELHO DE PONTES,RICARDO ALEXANDRE CAVALCANTI DE LIMA
gerenciamento de residuos quimicos em laboratorios de ensino,ILDA ANTONIETA SALATA TOSCANO,SHERLAN GUIMARAES LEMOS
determinacao de hexazinona em amostras ambientais por espectrofotometria uv-vis com regressao nao-linear,WAGNER DE MENDONCA FAUSTINO,GERD BRUNO DA ROCHA
avaliacao dos efeitos da xilazina ou detomidina por infusao continua em asininos nordestinos (equus asinus) pre-tratados ou nao com hioscina,RICARDO BARBOSA DE LUCENA,IVIA CARMEM TALIERI
obtencao do oxido de niquel (nio) atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na sintese do biodiesel,LISZANDRA FERNANDA ARAUJO CAMPOS,HEBER SIVINI FERREIRA
obtencao de oxido de cobre atraves do metodo hidrotermico assistido por micro-ondas,DANIEL ARAUJO DE MACEDO,POLLYANA CAETANO RIBEIRO FERNANDES
obtencao do aluminato de zinco atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na obtencao do biodiesel,RAMON ALVES TORQUATO,RICARDO PEIXOTO SUASSUNA DUTRA
obtencao de oxido de cobre (cuo) atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na obtencao do biodiesel,ELITON SOUTO DE MEDEIROS,DEBORA ALBUQUERQUE VIEIRA
"biogeografia de aracnideos e miriapodes da mata atlantica, com enfase nos opilioes",RICARDO DE SOUZA ROSA,HELDER FARIAS PEREIRA DE ARAUJO
as contribuicoes do curriculo para a formacao da identidade e o reconhecimento dos educandos,MARIA DO SOCORRO XAVIER BATISTA,ANA DORZIAT BARBOSA DE MELO
historia das instituicoes educativas e o advento dos grupos escolares no municipio de bananeiras/pb,MARIA DO SOCORRO NOBREGA QUEIROGA,IVONALDO NERES LEITE
formacao moral no/do campo: o trabalho coletivo fundamenta a pratica e a conscientizacao de regras basicas a (nao)ocorrencia da (in)disciplina escolar?,MARINEUMA DE OLIVEIRA COSTA CAVALCANTI,FRANCISCO JOSE PEGADO ABILIO
caracterizacao de lagos rasos do semi arido nordestino: ferramentas integradas na avaliacao da qualidade ecologica e recuperacao de ecossistemas aquaticos dos brejos de altitude,GUSTAVO HENRIQUE CALAZANS VIEIRA,ALEXANDRE RAMLO TORRE PALMA
estudos ecologicos e agronomicos em mangabeiras (hancornia speciosa gomes) dos tabuleiros costeiros da paraiba,BRAULIO ALMEIDA SANTOS,CARLOS BARROS DE ARAUJO
informatica como instrumento educacional e de comunicacao,EMEIDE NOBREGA DUARTE,MARCKSON ROBERTO FERREIRA DE SOUSA
agregacao de valor como alimento funcional para frutos de cactaceae de ocorrencia no semiarido,REJANE MARIA NUNES MENDONCA,LEONALDO ALVES DE ANDRADE
potencial de germinacao de sementes olericolas,SILVANDA DE MELO SILVA,DJAIL SANTOS
producao de quiabeiro com adubacao mineral e organica,THIAGO JARDELINO DIAS,BRUNO DE OLIVEIRA DIAS
morfologia do sistema cardiovascular do bradypus variegatus (preguica-de-garganta-marrom),RICARDO BARBOSA DE LUCENA,RAFAEL FELIPE DA COSTA VIEIRA
"biologia, parametros populacionais e analise do comercio de cavalos-marinhos (teleostei: syngnathidae: hippocampus) no brasil",PATRICIA MIRELLA DA SILVA SCARDUA,ALDA LUCIA DE LIMA AMANCIO
"desenvolvimento, producao e nutricao mineral de bananeira cv. tropical cultivada no litoral paraibano",GILVANEIDE ALVES DE AZEREDO,MAILSON MONTEIRO DO REGO
zoneamento de plantas de umbuzeiro (spondias tuberosa arr. cam.) no curimatau paraibano,SILVANDA DE MELO SILVA,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO
"zoneamento, propagacao e recolonizacao de umbuzeiro (spondias tuberosa arr. cam.) no curimatau paraibano",RAUNIRA DA COSTA ARAUJO,ADEMAR PEREIRA DE OLIVEIRA
padronizacao do diagnostico patologico das doencas virais do sistema nervoso em mamiferos domesticos e silvestres no estado da paraiba,DANILA BARREIRO CAMPOS,RAFAEL FELIPE DA COSTA VIEIRA
caracterizacao epidemiologica de toxoplasma gondii em equinos do estado da paraiba,SIMONE BOPP,DANILA BARREIRO CAMPOS
liquidos ionicos quirais baseados em aminoacidos: sintese e caracterizacao,PETRONIO FILGUEIRAS DE ATHAYDE FILHO,SAVIO MOITA PINHEIRO
mapeamento do uso da agua pelas culturas agricolas na regiao de bom jesus ? pi com sensoriamento remoto,RAPHAEL ABRAHAO,GUTTEMBERG DA SILVA SILVINO
variacao da composicao corporal de charadriformes na costa norte do brasil: uma adaptacao para migracao,CELSO FEITOSA MARTINS,MARCIO BERNARDINO DA SILVA
"ecologia da germinacao de sementes de facheiro  (pilosocereus pachycladus f. ritter. cactaceae) do semiarido da paraiba, brasil",NADJACLEIA VILAR ALMEIDA,CARLOS BARROS DE ARAUJO
efeito da substituicao do feno de tifton por subproduto da goiaba no desempenho e caracteristicas da carcaca de ovinos em confinamento,CARLA APARECIDA SOARES SARAIVA,TEREZINHA DOMICIANO DANTAS MARTINS
mapa de risco da leishmaniose visceral canina e humana na grande joao pessoa,CELSO FEITOSA MARTINS,MARTIN LINDSEY CHRISTOFFERSEN
"impacto do nivel de suplementacao sobre a producao de metano, desempenho e qualidade da dieta de caprinos em pastejo no semiarido",CARLA APARECIDA SOARES SARAIVA,MARIA LINDOMARCIA LEONARDO DA COSTA
qualidade da carne de cabritos sem padrao racial definido  alimentados com variedades de palma forrageira (opuntia ficus),GEORGE RODRIGO BELTRAO DA CRUZ,SAFIRA VALENCA BISPO
influencia da duracao do treinamento no condicionamento fisico de equinos quarto de milha competidores de vaquejada,ROBERTO GERMANO COSTA,LUDMILA DA PAZ GOMES DA SILVA
"producao de suinos, abate, processamento e a comercializacao com enfase ao desenvolvimento e sustentabilidade da agricultura familiar da paraiba",GEORGE RODRIGO BELTRAO DA CRUZ,MARIA LINDOMARCIA LEONARDO DA COSTA
aclimatacao de bovinos leiteiros holandes x zebu ao clima semiarido,CARLA APARECIDA SOARES SARAIVA,LUDMILA DA PAZ GOMES DA SILVA
silagens de sorgo forrageiro aditivadas com ureia e inoculante microbiano,ANA PATRICIA ALMEIDA BEZERRA,DIVAN SOARES DA SILVA
estudos da dinamica da caatinga em funcao do impacto decorrente da taxa de lotacao,ANA PATRICIA ALMEIDA BEZERRA,EDSON MAURO SANTOS
adicao de fibra em detergente neutro em dietas com palma forrageira (opuntia ficus indica mill) para cabras leiteiras,MARCELO LUIS RODRIGUES,LARA TOLEDO HENRIQUES
estudo da viabilidade do uso de biopolimeros comestiveis de fecula de mandioca e amido e milho na conservacao de queijo de coalho,GRACIELE DA SILVA CAMPELO BORGES,MARTA SUELY MADRUGA
selecao e hibridacao de variedades de pimenteiras ornamentais (capsicum spp.),ANA LIMA DANTAS,MAILSON MONTEIRO DO REGO
efeitos da urbanizacao em pequenos mamiferos  na grande joao pessoa,CELSO FEITOSA MARTINS,GLAUCIA MARQUES FREITAS RIBEIRO
chuvas intensas no estado da paraiba,TARCISO CABRAL DA SILVA,CRISTIANO DAS NEVES ALMEIDA
caracteristicas de producao e qualidade de tomate adubado com diferentes compostos organicos,WALTER ESFRAIN PEREIRA,ADEMAR PEREIRA DE OLIVEIRA
avaliacao da qualidade de sementes e plantulas crioulas armazenadas em bancos comunitarios de sementes no estado da paraiba,SILVANDA DE MELO SILVA,WALTER ESFRAIN PEREIRA
especies florestais da caatinga: producao e tecnologia de sementes com vistas a coleta de sementes (acs),THIAGO JARDELINO DIAS,BELISIA LUCIA MOREIRA TOSCANO DINIZ
qualidade e agregacao de valor em variedades de mangas regionais,REJANE MARIA NUNES MENDONCA,RISELANE DE LUCENA ALCANTARA BRUNO
crescimento inicial de mudas de mamoeiro em funcao de doses de acido humico,RAUNIRA DA COSTA ARAUJO,RISELANE DE LUCENA ALCANTARA BRUNO
caracterizacao do nefron de chelonoidis denticulata: estudo histologico e ultraestrutural,SIMONE BOPP,IVIA CARMEM TALIERI
pesquisa do potencial toxico da planta caesalpinia pyramidalis como causa de abortos e malformacoes em caprinos e ratos,DANILA BARREIRO CAMPOS,RAFAEL FELIPE DA COSTA VIEIRA
potencialidade de uso de insetos predadores como agentes de controle biologico de insetos pragas,LEONARDO DANTAS DA SILVA,MARCOS BARROS DE MEDEIROS
bioecologia de ceraeochrysa cubana (neuroptera: chrysopidae),MARCOS BARROS DE MEDEIROS,LUCIANA CORDEIRO DO NASCIMENTO
que licoes retirar do funcionamento ecologico em sistemas estuarinos da paraiba?,ALEXANDRE RAMLO TORRE PALMA,HELDER FARIAS PEREIRA DE ARAUJO
analise faunistica e flutuacao populacional de moscas-das-frutas (diptera: tephritidae) na microrregiao do brejo paraibano,MARCOS BARROS DE MEDEIROS,LUCIANA CORDEIRO DO NASCIMENTO
dinamica da materia organica e nutrientes em areas de agricultura familiar,ADAILSON PEREIRA DE SOUZA,BRUNO DE OLIVEIRA DIAS
comprometimento organizacional: estudo em organizacoes paraibanas,KELLEN DA SILVA COELHO,RENATA FRANCISCO BALDANZA
geoquimica e valores de referencia de qualidade para metais pesados em solos da paraiba,HEMMANNUELLA COSTA SANTOS,ROSEILTON FERNANDES DOS SANTOS
sugestoes de adubacao para o estado da paraiba (2a aproximacao),ROSEILTON FERNANDES DOS SANTOS,BRUNO DE OLIVEIRA DIAS
morfologia do sistema reprodutor feminino e morfometria de foliculos ovarianos em preguica comum (bradypus variegatus),RICARDO BARBOSA DE LUCENA,RAFAEL FELIPE DA COSTA VIEIRA
estudo das interacoes de derivados de acido cinamico como inibidores de fosfolipases a2 de bothrops sp. por modelagem molecular,DEMETRIUS ANTONIO MACHADO DE ARAUJO,ULRICH VASCONCELOS DA ROCHA GOMES
avaliacao do impacto da pressao de pastejo caprino sobre o acumulo de serapilheira e dinamica sazonal dos organismos edaficos em areas de caatinga,EDSON MAURO SANTOS,DIVAN SOARES DA SILVA
avaliacao microbiologica e fisico-quimica de picoles caseiros e industriaiscomercializados em cidades do brejo paraibano,ANTONIO GOUVEIA DE SOUZA,LAESIO PEREIRA MARTINS
as contribuicoes do curriculo para a formacao da identidade e o reconhecimento dos educandos campesinos.,MARIA ZULEIDE DA COSTA PEREIRA,ELADIO JOSE DE GOES BRENNAND
taxas de decomposicao de folhas de mangue  na area de protecao ambiental da barra do rio mamanguape,GUSTAVO HENRIQUE CALAZANS VIEIRA,VENIA CAMELO DE SOUZA
desenvolvimento de metodologias voltametricas para determinacao de hidrocarbonetos policiclicos aromaticos em matrizes ambientais e alimenticias e avaliacao da degradacao por uv,MARIO CESAR UGULINO DE ARAUJO,SHERLAN GUIMARAES LEMOS
utilizacao da espectroscopia do infravermelho proximo (nir) para avaliacao de qualidade de frutos de jabuticaba (myrciaria jaboticaba (vell) berg ),ILDA ANTONIETA SALATA TOSCANO,WILLIAME FARIAS RIBEIRO
caracterizacao epimedemilogica de theileria equi em equinos do estado da paraiba,DANILA BARREIRO CAMPOS,RICARDO BARBOSA DE LUCENA
utilizacao do descarte desidratado de manga na alimentacao de suinos com elevado peso ao abate,GEORGE RODRIGO BELTRAO DA CRUZ,SAFIRA VALENCA BISPO
efeitos da restricao alimentar e realimentacao nas caracteristicas de carcaca de cordeiros santa ines terminados em confinamento,CARLA APARECIDA SOARES SARAIVA,TEREZINHA DOMICIANO DANTAS MARTINS
difusao tecnologica para implantacao da producao integrada e da adubacao organica estruturada na abacaxicultura familiar e de assentamentos rurais do semi-arido paraibano,GILVANEIDE ALVES DE AZEREDO,DJAIL SANTOS
efeito da utilizacao de nim indiano (azadirachta indica) no controle de vermes em ovinos infectados naturalmente,SAFIRA VALENCA BISPO,PAULO SERGIO DE AZEVEDO
estudo sobre do comportamento dos leitoes utilizando o enriquecimento ambiental,ROBERTO GERMANO COSTA,EDILSON PAES SARAIVA
residuo do processamento do abacaxi em dietas completas para de coelhos em crescimento,JOSE JORDAO FILHO,LARA TOLEDO HENRIQUES
relacao calcio: fosforo para pos-larvas de tilapia nilotica (oreochromis niloticus) durante a inducao sexual,IERECE MARIA DE LUCENA ROSA,IAN PORTO GURGEL DO AMARAL
estudo e implementacao de avaliadores de treinamento para simuladores baseados em realidade virtual,TATIENE CORREIA DE SOUZA,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA
flanelografo: instrumento de educacao ambiental sobre o manguezal na area de protecao ambiental da barra do rio mamanguape ? paraiba,GEORGE EMMANUEL CAVALCANTI DE MIRANDA,ALEXANDRE RAMLO TORRE PALMA
perfil de aminoacidos essenciais para codornas japonesas,LEONARDO AUGUSTO FONSECA PASCOAL,ROSEANE MADEIRA BEZERRA
avaliacao de alimentos alternativos para o cultivo de tilapia do nilo no estado da paraiba,LEONARDO AUGUSTO FONSECA PASCOAL,LARA TOLEDO HENRIQUES
"producao e caracteristicas fisico-quimicas do leite de  cabras suplementadas com minerais, aminoacidos e vitaminas (premix)",JOAO ANDRADE DA SILVA,SOLANGE DE SOUSA
desempenho e caracteristicas de carcaca de cordeiros santa ines em crescimento submetidos a alimentacao restrita e realimentacao,JOSE JORDAO FILHO,MARCELO LUIS RODRIGUES
efeito da sucessao ecologica sobre comunidades e sucesso reprodutivo de aves na caatinga,ANA CAROLINA FIGUEIREDO LACERDA SAKAMOTO,JOEL SILVA DOS SANTOS
processamento minimo de pedunculo de caju,CARLOS ROBERTO MARINHO DA SILVA FILHO,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO
caracterizacao morfo-agronomica de sementes crioulas do estado da paraiba,REJANE MARIA NUNES MENDONCA,EDNA URSULINO ALVES
cenario cientifico sobre o aproveitamento da glicerina bruta oriunda da producao do biodiesel brasileiro,RAPHAEL ABRAHAO,GUTTEMBERG DA SILVA SILVINO
avaliacao de estrategias ecologicas na estabilizacao de encostas,ADAILSON PEREIRA DE SOUZA,BRUNO DE OLIVEIRA DIAS
controle zootecnico na pecuaria leiteira,ROBERTO GERMANO COSTA,MARIA LINDOMARCIA LEONARDO DA COSTA
padroes geograficos das sindromes de polinizacao e caracteristicas florais de especies arboreas em diferentes formacoes vegetais paraibanas.,ELAINE BERNINI,VENIA CAMELO DE SOUZA
avaliacao nutricional do sorgo para ruminantes,SEVERINO GONZAGA NETO,FERNANDO GUILHERME PERAZZO COSTA
utilizacao de arginina e glutamina em dietas de leitoes recem-desmamados,SEVERINO GONZAGA NETO,MARCELO LUIS RODRIGUES
"niveis de valina para codornas japonesas nas fases de cria, recria e postura",SEVERINO GONZAGA NETO,EDILSON PAES SARAIVA
efeito da estimulacao do acuponto yongquan na termorregulacao de cadelas submetidas a ovariosalpingohisterectomia,RICARDO ROMAO GUERRA,IVIA CARMEM TALIERI
comparacao da temperatura retal de gatos utilizando termometro digital e termometro de mercurio,SIMONE BOPP,RICARDO ROMAO GUERRA
discernimento geral sobre bem estar animal da comunidade de medicos veterinarios e acompanhantes de caes e gatos da cidade de joao pessoa ? pb,SIMONE BOPP,RICARDO ROMAO GUERRA
avaliacao dos efeitos clinicos da nalbufina ou midazolam intranasal em galinhas domesticas,RICARDO ROMAO GUERRA,IVIA CARMEM TALIERI
obtencao do oxido de magnesio (mgo) atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na sintese do biodiesel,ITAMARA FARIAS LEITE,DEBORA ALBUQUERQUE VIEIRA
estudo com oleaginosas nativas da caatinga para criacao e difusao de novas tecnologias no ambito da agroecologia,VANIA DA SILVA FRAGA,ALEXANDRE PAIVA DA SILVA
sintese rapida do oxido de zinco atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na obtencao do biodiesel,ELITON SOUTO DE MEDEIROS,DANIEL ARAUJO DE MACEDO
a influencia da reserva biologica (rebio-guaribas) na amenizacao climatica e condicoes de conforto termico ambiental do espaco intra-urbano do campus iv da ufpb,NADJACLEIA VILAR ALMEIDA,DENISE DIAS DA CRUZ
obtencao de oxido de cerio atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na obtencao do biodiesel,AMELIA SEVERINO FERREIRA E SANTOS,DANIEL ARAUJO DE MACEDO
"a evasao escolar nos cursos do pronatec vinculados ao colegio agricola vidal de negreiros / campus
iii - bananeiras/pb: uma analise de caso",EDNA GUSMAO DE GOES BRENNAND,LEBIAM TAMAR GOMES SILVA
caracterizacao do banco de plantulas de fabaceae em fragmento florestal no municipio de bananeiras-pb,GUSTAVO HENRIQUE CALAZANS VIEIRA,ELAINE BERNINI
"caracterizacao de frutos e sementes de facheiro  (pilosocereus pachycladus f. ritter. cactaceae) do semiarido da paraiba, brasil",ALEXANDRE RAMLO TORRE PALMA,LUCIANA GOMES BARBOSA
"analise dos sedimentos biogenicos da plataforma continental de pernambuco e paraiba, ne-brasil",GEORGE EMMANUEL CAVALCANTI DE MIRANDA,CRISTIANE FRANCISCA DA COSTA SASSI
estimativas de consumos de energia eletrica no cchsa,MARCOS CESAR SANTOS ORIA,HUGO LEONARDO DAVI DE SOUZA CAVALCANTE
populacoes de plantas oriundas de inselbergs sao mais resistentes a seca?,COSME RAFAEL MARTINEZ SALINAS,MARIA DE FATIMA AGRA
germinacao de sementes de morinda citrifolia l,LOURIVAL FERREIRA CAVALCANTE,LEONALDO ALVES DE ANDRADE
caracterizacao e distribuicao das sequencias satelite na subfamilia aurantioideae (rutaceae): uma forma de compreender a evolucao cromossomica e as relacoes filogeneticas dentro do grupo,NAILA FRANCIS PAULO DE OLIVEIRA,ADNA CRISTINA BARBOSA DE SOUSA
uso do extrato de jatropha gossypiifolia na preparacao de feridas cutaneas provocada cirurgicamente em ratos,ISAC ALMEIDA DE MEDEIROS,REINALDO NOBREGA DE ALMEIDA
diagnostico e valoracao de servicos ambientais do estuario do rio paraiba e ecossistemas associados,NADJACLEIA VILAR ALMEIDA,ANTONIO CHRISTIAN DE ANDRADE MOURA
biodisponibilidade de fonte comercial e exigencia de metionina para codornas,LEONARDO AUGUSTO FONSECA PASCOAL,MARCELO LUIS RODRIGUES
efeito dos minerais organicos e inorganicos no desempenho e qualidade de ovo de poedeiras comerciais,SEVERINO GONZAGA NETO,JOSE JORDAO FILHO
uso de revestimento e oleo essencial no controle de botrytis cinerea em uva italia,ANTONIO GOUVEIA DE SOUZA,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO
avaliacao da qualidade nutricional em tambaqui (colossoma macropomum) cultivados no brejo paraibano,HAISSA ROBERTA CARDARELLI,INGRID CONCEICAO DANTAS GUERRA
analise dialelica do potencial ornamental em pimenteiras,ANA LIMA DANTAS,MAILSON MONTEIRO DO REGO
producao de mudas de umbu em substratos constituidos por compostos de diferentes residuos organicos,MANOEL BANDEIRA DE ALBUQUERQUE,ALBERICIO PEREIRA DE ANDRADE
qualidade de beterrabas produzidas em sistema  organico e convencional,REJANE MARIA NUNES MENDONCA,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO
espacamentos de leguminosas para a producao de sementes no semiarido paraibano,GILVANEIDE ALVES DE AZEREDO,RAUNIRA DA COSTA ARAUJO
nim e noni: manejo cultural e producao,NIVANIA PEREIRA DA COSTA,WALTER ESFRAIN PEREIRA
"fisiologia da maturacao, qualidade e agregacao de valor em frutos de importancia socioeconomica para o semi-arido",THIAGO JARDELINO DIAS,ALBERICIO PEREIRA DE ANDRADE
dinamica da paisagem na area de preservacao ambiental da barra do rio mamanguape no litoral norte da paraiba,JOEL SILVA DOS SANTOS,CARLOS BARROS DE ARAUJO
caracterizacao de solo sob cultivo de bananeira no municipio de areia-pb,NIVANIA PEREIRA DA COSTA,LEONALDO ALVES DE ANDRADE
atratividade olfativa de genotipos de bananeira a duas especies coleobrocas em diferentes fases fenologicas da planta,CARLOS HENRIQUE DE BRITO,LUCIANA CORDEIRO DO NASCIMENTO
"manejo alternativo da mancha marrom de alternaria na cultura da tangerina adancya: cultivo in vitro, variabilidade genetica e indutores de resistencia",LEONARDO DANTAS DA SILVA,MARCOS BARROS DE MEDEIROS
tratamentos alternativos no controle de fungos em sementes de angico (anadenanthera columbrina (vell.) brenan) coletadas em diferentes estados da regiao nordeste,LEONARDO DANTAS DA SILVA,CARLOS HENRIQUE DE BRITO
manejo da fertirrigacao e da irrigacao com agua salina sobre os aspectos ecofisiologicos e de producao das culturas agricolas,HEMMANNUELLA COSTA SANTOS,MANOEL ALEXANDRE DINIZ NETO
ensaios de adubacao organica e avaliacao da macrofauna edafica na microrregiao da mata paraibana,VANIA DA SILVA FRAGA,MANOEL ALEXANDRE DINIZ NETO
erosao em bacias hidrograficas semiaridas sedimento de fundo e suspenso - tendencias hidrologicas em conexao com mudanca climatica e modelagem para conservacao dos solos agricolas,HEMMANNUELLA COSTA SANTOS,MANOEL ALEXANDRE DINIZ NETO
o perfil de educador para atuar na educacao de jovens e adultos na concepcao dos educandos,MARIA EULINA PESSOA DE CARVALHO,EDINEIDE JEZINI MESQUITA
utilizacao do descarte desidratado de abacaxi na alimentacao de suinos com elevado peso ao abate,GEORGE RODRIGO BELTRAO DA CRUZ,SAFIRA VALENCA BISPO
efeito dos minerais organicos no desempenho e qualidade de ovo de codornas japonesas,LEONARDO AUGUSTO FONSECA PASCOAL,LARA TOLEDO HENRIQUES
"o efeito de acaros na disponibilidade de nectar e no sucesso reprodutivo de flores ornitofilas em area de mata atlantica de joao pessoa, sudeste do brasil",JOEL SILVA DOS SANTOS,CARLOS BARROS DE ARAUJO
controle de qualidade de alimentos em unidades hospitalares  da rede publica do brejo paraibano,MARCIANE MAGNANI,SOLANGE DE SOUSA
inducao in vitro de plantas haploides e duplo-haploides de passiflora morifolia por meio de ovulo nao-fertilizado,MANOEL BANDEIRA DE ALBUQUERQUE,LEONALDO ALVES DE ANDRADE
tolerancia da especie exotica invasora cryptostegia madagascariensis bojer ex decne. ao deficit hidrico,GILVANEIDE ALVES DE AZEREDO,RISELANE DE LUCENA ALCANTARA BRUNO
qualidade fisiologica de sementes de artocarpus integrifolia l. submetidas a diferentes condicoes de secagem,LOURIVAL FERREIRA CAVALCANTE,BELISIA LUCIA MOREIRA TOSCANO DINIZ
avaliacao e difusao de genotipos precoces e de maior potencial produtivo de feijao-fava,LOURIVAL FERREIRA CAVALCANTE,ALBERICIO PEREIRA DE ANDRADE
aspectos morfologicos e fisiologicos durante a maturacao fisiologica de sementes de maxixe (cucumis anguria l.),LOURIVAL FERREIRA CAVALCANTE,BELISIA LUCIA MOREIRA TOSCANO DINIZ
avaliacao do biofertilizante liquido sobre bioecologia de insetos fitofagos em tangerineiras (citrus reticulata),LEONARDO DANTAS DA SILVA,LUCIANA CORDEIRO DO NASCIMENTO
aproveitamento de macrofitas aquaticas em adubacao organica,VANIA DA SILVA FRAGA,FLAVIO PEREIRA DE OLIVEIRA
"respostas do abacaxizeiro perola as doses de npks, calagem e micronutrientes em solos de tabuleiros costeiros paraibanos",HEMMANNUELLA COSTA SANTOS,MANOEL ALEXANDRE DINIZ NETO
entendendo a regeneracao natural de anadenanthera colubrina (vell.) fabaceae em brejo de altitude no municipio de bananeiras-pb,GUSTAVO HENRIQUE CALAZANS VIEIRA,ELAINE BERNINI
a poluicao sonora e seus efeitos biologicos,NADJACLEIA VILAR ALMEIDA,DENISE DIAS DA CRUZ
"fisiologia, qualidade e potencial de mercado de cultivares de abacaxi tradicionais e introduzidas na paraiba produzidas sob manejo organico e convencional",NIVANIA PEREIRA DA COSTA,MAILSON MONTEIRO DO REGO
tecnologia de sementes de especies nativas,SILVANDA DE MELO SILVA,ALBERICIO PEREIRA DE ANDRADE
producao de cultura de subsistencia no municipio de bananeiras-pb,ROSEILTON FERNANDES DOS SANTOS,FLAVIO PEREIRA DE OLIVEIRA
ecologia e conservacao de cactaceas de ocorrencia natural no semiarido paraibano,MANOEL BANDEIRA DE ALBUQUERQUE,ADEMAR PEREIRA DE OLIVEIRA
tolerancia da especie exotica invasora cryptostegia madagascariensis bojer ex decne a aguas salinas,THIAGO JARDELINO DIAS,FILLIPE SILVEIRA MARINI
viabilidade de sementes de eugenia jambolana lamark submetidas a diferentes condicoes de secagem,LAESIO PEREIRA MARTINS,RISELANE DE LUCENA ALCANTARA BRUNO
uso de geotecnologias como ferramentas de apoio para o planejamento rural,CARLOS ROBERTO MARINHO DA SILVA FILHO,VALERIA PEIXOTO BORGES
qualidade do solo em diferentes condicoes de uso no semiarido nordestino sob processo de desertificacao,ADAILSON PEREIRA DE SOUZA,ROSEILTON FERNANDES DOS SANTOS
influencia de fontes organicas liquidas na qualidade de um latossolo amarelo cultivado com maracujazeiro sob irrigacao salina,ADAILSON PEREIRA DE SOUZA,FLAVIO PEREIRA DE OLIVEIRA
fracoes da materia organica do solo em areas de agricultura familiar no estado da paraiba.,VANIA DA SILVA FRAGA,FLAVIO PEREIRA DE OLIVEIRA
"historia natural, distribuicao espacial, estado de conservacao e determinacao de fatores que estruturam taxocenoses de serpentes na paraiba",JOEL SILVA DOS SANTOS,DENISE DIAS DA CRUZ
"inducao in vitro de florescimento, frutificacao e formacao de sementes em pimenteira ornamental (capsicum baccatum)",RAPHAEL ABRAHAO,ELIZANILDA RAMALHO DO REGO
manejo da adubacao com nitrogenio e potassio e sua influencia no rendimento do inhame,RAUNIRA DA COSTA ARAUJO,DJAIL SANTOS
cantos da paraiba: das letras aos gritos da arte paraibana,HERMANO DE FRANCA RODRIGUES,KARINA CHIANCA VENANCIO
a responsabilidade social na perspectiva da inclusao social,KELLEN DA SILVA COELHO,JAMES BATISTA VIEIRA
infiltracao de resina fluida em lesoes cariosas naturais de esmalte: dados volumetricos quantitativos e mecanica de fluxo,NEUSA COLLET,BELARMINO BARBOSA LIRA
proteomica de esponjas marinhas do nordeste brasileiro,TATIANE SANTI GADELHA,CLAYTON ZAMBELI OLIVEIRA
analise espacial e espaco-temporal da morbi-mortalidade na paraiba,TATIENE CORREIA DE SOUZA,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA
identificacao de peptideos bioativos presentes no soro do leite de cabra,CARLOS ALBERTO DE ALMEIDA GADELHA,CLAYTON ZAMBELI OLIVEIRA
avaliacao da associacao entre  polimorfismos geneticos e complicacoes cronicas de diabetes,TATIANE SANTI GADELHA,JUSCELIO DONIZETE CARDOSO
"extracao e caracterizacao de enzimas de interesse biotecnologico a partir do cerebro, musculo esqueletico e visceras do peixe-zebra (danio rerio)",CARLOS ALBERTO DE ALMEIDA GADELHA,DARLENE CAMATI PERSUHN
estudos estruturais de proteinas isoladas de venenos de serpentes com potencial biotecnologico,FREDERICO BARBOSA DE SOUSA,IAPONIRA CORTEZ COSTA DE OLIVEIRA
